date,precinct,accident_count
2020-05-03,MIDTOW,3
2020-05-03,NORTH,4
2020-05-03,SOUTH,16
2020-05-03,WEST,8
2020-05-04,CENTRA,3
2020-05-04,EAST,6
2020-05-04,HERMIT,13
2020-05-04,MADISO,3
2020-05-04,MIDTOW,3
2020-05-04,NORTH,3
2020-05-04,SOUTH,11
2020-05-04,WEST,11
2020-05-05,CENTRA,1
2020-05-05,EAST,3
2020-05-05,HERMIT,12
2020-05-05,MADISO,4
2020-05-05,MIDTOW,12
2020-05-05,NORTH,9
2020-05-05,SOUTH,8
2020-05-05,WEST,8
2020-05-06,CENTRA,2
2020-05-06,EAST,2
2020-05-06,HERMIT,6
2020-05-06,MADISO,6
2020-05-06,MIDTOW,6
2020-05-06,NORTH,4
2020-05-06,SOUTH,13
2020-05-06,WEST,5
2020-05-07,CENTRA,2
2020-05-07,EAST,2
2020-05-07,HERMIT,6
2020-05-07,MADISO,5
2020-05-07,MIDTOW,11
2020-05-07,NORTH,8
2020-05-07,SOUTH,12
2020-05-07,WEST,5
2020-05-08,CENTRA,5
2020-05-08,EAST,7
2020-05-08,HERMIT,8
2020-05-08,MADISO,10
2020-05-08,MIDTOW,3
2020-05-08,NORTH,8
2020-05-08,SOUTH,8
2020-05-08,WEST,8
2020-05-09,CENTRA,3
2020-05-09,EAST,6
2020-05-09,HERMIT,5
2020-05-09,MADISO,4
2020-05-09,MIDTOW,3
2020-05-09,NORTH,5
2020-05-09,SOUTH,9
2020-05-09,WEST,4
2020-05-10,EAST,4
2020-05-10,HERMIT,8
2020-05-10,MADISO,9
2020-05-10,MIDTOW,1
2020-05-10,NORTH,5
2020-05-10,SOUTH,11
2020-05-10,WEST,3
2020-05-11,CENTRA,4
2020-05-11,EAST,11
2020-05-11,HERMIT,9
2020-05-11,MADISO,8
2020-05-11,MIDTOW,10
2020-05-11,NORTH,6
2020-05-11,SOUTH,11
2020-05-11,WEST,6
2020-05-12,CENTRA,1
2020-05-12,EAST,7
2020-05-12,HERMIT,15
2020-05-12,MADISO,2
2020-05-12,MIDTOW,8
2020-05-12,NORTH,8
2020-05-12,SOUTH,15
2020-05-12,WEST,4
2020-05-13,CENTRA,2
2020-05-13,EAST,5
2020-05-13,HERMIT,15
2020-05-13,MADISO,6
2020-05-13,MIDTOW,9
2020-05-13,NORTH,8
2020-05-13,SOUTH,10
2020-05-13,WEST,6
2020-05-14,CENTRA,3
2020-05-14,EAST,10
2020-05-14,HERMIT,15
2020-05-14,MADISO,6
2020-05-14,MIDTOW,2
2020-05-14,NORTH,7
2020-05-14,SOUTH,14
2020-05-14,WEST,9
2020-05-15,CENTRA,4
2020-05-15,EAST,9
2020-05-15,HERMIT,11
2020-05-15,MADISO,12
2020-05-15,MIDTOW,3
2020-05-15,NORTH,8
2020-05-15,SOUTH,11
2020-05-15,WEST,8
2020-05-16,CENTRA,4
2020-05-16,EAST,3
2020-05-16,HERMIT,10
2020-05-16,MADISO,7
2020-05-16,MIDTOW,7
2020-05-16,NORTH,6
2020-05-16,SOUTH,11
2020-05-16,WEST,2
2020-05-17,CENTRA,2
2020-05-17,EAST,5
2020-05-17,HERMIT,7
2020-05-17,MADISO,6
2020-05-17,MIDTOW,5
2020-05-17,NORTH,4
2020-05-17,SOUTH,9
2020-05-17,WEST,5
2020-05-18,CENTRA,4
2020-05-18,EAST,5
2020-05-18,HERMIT,9
2020-05-18,MADISO,5
2020-05-18,MIDTOW,7
2020-05-18,NORTH,11
2020-05-18,SOUTH,7
2020-05-18,WEST,11
2020-05-19,CENTRA,2
2020-05-19,EAST,10
2020-05-19,HERMIT,15
2020-05-19,MADISO,9
2020-05-19,MIDTOW,3
2020-05-19,NORTH,5
2020-05-19,SOUTH,12
2020-05-19,WEST,7
2020-05-20,CENTRA,5
2020-05-20,EAST,8
2020-05-20,HERMIT,19
2020-05-20,MADISO,9
2020-05-20,MIDTOW,7
2020-05-20,NORTH,8
2020-05-20,SOUTH,16
2020-05-20,WEST,11
2020-05-21,CENTRA,8
2020-05-21,EAST,7
2020-05-21,HERMIT,10
2020-05-21,MADISO,5
2020-05-21,MIDTOW,9
2020-05-21,NORTH,10
2020-05-21,SOUTH,18
2020-05-21,WEST,8
2020-05-22,CENTRA,3
2020-05-22,EAST,7
2020-05-22,HERMIT,10
2020-05-22,MADISO,8
2020-05-22,MIDTOW,10
2020-05-22,NORTH,5
2020-05-22,SOUTH,29
2020-05-22,WEST,2
2020-05-23,CENTRA,6
2020-05-23,EAST,6
2020-05-23,HERMIT,13
2020-05-23,MADISO,6
2020-05-23,MIDTOW,4
2020-05-23,NORTH,8
2020-05-23,SOUTH,14
2020-05-23,WEST,2
2020-05-24,CENTRA,1
2020-05-24,EAST,4
2020-05-24,HERMIT,7
2020-05-24,MADISO,5
2020-05-24,MIDTOW,2
2020-05-24,NORTH,8
2020-05-24,SOUTH,15
2020-05-24,WEST,7
2020-05-25,CENTRA,1
2020-05-25,EAST,5
2020-05-25,HERMIT,21
2020-05-25,MADISO,11
2020-05-25,MIDTOW,3
2020-05-25,NORTH,5
2020-05-25,SOUTH,11
2020-05-25,WEST,3
2020-05-26,CENTRA,3
2020-05-26,EAST,9
2020-05-26,HERMIT,11
2020-05-26,MADISO,7
2020-05-26,MIDTOW,5
2020-05-26,NORTH,7
2020-05-26,SOUTH,6
2020-05-26,WEST,3
2020-05-27,CENTRA,5
2020-05-27,EAST,4
2020-05-27,HERMIT,10
2020-05-27,MADISO,3
2020-05-27,MIDTOW,4
2020-05-27,NORTH,8
2020-05-27,SOUTH,16
2020-05-27,WEST,8
2020-05-28,CENTRA,5
2020-05-28,EAST,4
2020-05-28,HERMIT,8
2020-05-28,MADISO,4
2020-05-28,MIDTOW,7
2020-05-28,NORTH,8
2020-05-28,SOUTH,17
2020-05-28,WEST,7
2020-05-29,CENTRA,5
2020-05-29,EAST,3
2020-05-29,HERMIT,13
2020-05-29,MADISO,4
2020-05-29,MIDTOW,8
2020-05-29,NORTH,12
2020-05-29,SOUTH,14
2020-05-29,WEST,7
2020-05-30,CENTRA,2
2020-05-30,EAST,7
2020-05-30,HERMIT,5
2020-05-30,MADISO,9
2020-05-30,MIDTOW,10
2020-05-30,NORTH,7
2020-05-30,SOUTH,12
2020-05-30,WEST,3
2020-05-31,CENTRA,1
2020-05-31,EAST,4
2020-05-31,HERMIT,6
2020-05-31,MADISO,5
2020-05-31,MIDTOW,6
2020-05-31,NORTH,8
2020-05-31,SOUTH,16
2020-05-31,WEST,5
2020-06-01,CENTRA,5
2020-06-01,EAST,8
2020-06-01,HERMIT,8
2020-06-01,MADISO,9
2020-06-01,MIDTOW,9
2020-06-01,NORTH,4
2020-06-01,SOUTH,12
2020-06-01,WEST,5
2020-06-02,CENTRA,4
2020-06-02,EAST,5
2020-06-02,HERMIT,12
2020-06-02,MADISO,5
2020-06-02,MIDTOW,6
2020-06-02,NORTH,6
2020-06-02,SOUTH,16
2020-06-02,WEST,6
2020-06-03,CENTRA,1
2020-06-03,EAST,5
2020-06-03,HERMIT,7
2020-06-03,MADISO,6
2020-06-03,MIDTOW,5
2020-06-03,NORTH,3
2020-06-03,SOUTH,12
2020-06-03,WEST,3
2020-06-04,CENTRA,6
2020-06-04,EAST,7
2020-06-04,HERMIT,14
2020-06-04,MADISO,5
2020-06-04,MIDTOW,10
2020-06-04,NORTH,9
2020-06-04,SOUTH,18
2020-06-04,WEST,6
2020-06-05,CENTRA,3
2020-06-05,EAST,2
2020-06-05,HERMIT,18
2020-06-05,MADISO,2
2020-06-05,MIDTOW,4
2020-06-05,NORTH,7
2020-06-05,SOUTH,16
2020-06-05,WEST,6
2020-06-06,CENTRA,7
2020-06-06,EAST,7
2020-06-06,HERMIT,13
2020-06-06,MADISO,4
2020-06-06,MIDTOW,4
2020-06-06,NORTH,5
2020-06-06,SOUTH,7
2020-06-06,WEST,2
2020-06-07,CENTRA,1
2020-06-07,EAST,7
2020-06-07,HERMIT,10
2020-06-07,MADISO,4
2020-06-07,MIDTOW,3
2020-06-07,NORTH,8
2020-06-07,SOUTH,12
2020-06-07,WEST,7
2020-06-08,CENTRA,5
2020-06-08,EAST,7
2020-06-08,HERMIT,8
2020-06-08,MADISO,5
2020-06-08,MIDTOW,3
2020-06-08,NORTH,7
2020-06-08,SOUTH,13
2020-06-08,WEST,6
2020-06-09,CENTRA,6
2020-06-09,EAST,5
2020-06-09,HERMIT,11
2020-06-09,MADISO,1
2020-06-09,MIDTOW,2
2020-06-09,NORTH,11
2020-06-09,SOUTH,10
2020-06-09,WEST,5
2020-06-10,CENTRA,2
2020-06-10,EAST,3
2020-06-10,HERMIT,10
2020-06-10,MADISO,7
2020-06-10,MIDTOW,7
2020-06-10,NORTH,2
2020-06-10,SOUTH,9
2020-06-10,WEST,5
2020-06-11,CENTRA,2
2020-06-11,EAST,2
2020-06-11,HERMIT,9
2020-06-11,MADISO,5
2020-06-11,MIDTOW,8
2020-06-11,NORTH,4
2020-06-11,SOUTH,10
2020-06-11,WEST,6
2020-06-12,CENTRA,5
2020-06-12,EAST,6
2020-06-12,HERMIT,6
2020-06-12,MADISO,7
2020-06-12,MIDTOW,5
2020-06-12,NORTH,6
2020-06-12,SOUTH,7
2020-06-12,WEST,3
2020-06-13,CENTRA,2
2020-06-13,EAST,4
2020-06-13,HERMIT,4
2020-06-13,MADISO,2
2020-06-13,MIDTOW,6
2020-06-13,NORTH,3
2020-06-13,SOUTH,8
2020-06-13,WEST,3
2020-06-14,CENTRA,2
2020-06-14,EAST,2
2020-06-14,HERMIT,6
2020-06-14,MADISO,6
2020-06-14,MIDTOW,3
2020-06-14,NORTH,2
2020-06-14,SOUTH,7
2020-06-14,WEST,3
2020-06-15,CENTRA,1
2020-06-15,EAST,3
2020-06-15,HERMIT,4
2020-06-15,MADISO,6
2020-06-15,MIDTOW,5
2020-06-15,NORTH,7
2020-06-15,SOUTH,9
2020-06-15,WEST,6
2020-06-16,CENTRA,2
2020-06-16,EAST,3
2020-06-16,HERMIT,13
2020-06-16,MADISO,3
2020-06-16,MIDTOW,8
2020-06-16,NORTH,5
2020-06-16,SOUTH,7
2020-06-16,WEST,5
2020-06-17,CENTRA,2
2020-06-17,EAST,2
2020-06-17,HERMIT,6
2020-06-17,MADISO,4
2020-06-17,MIDTOW,1
2020-06-17,NORTH,3
2020-06-17,SOUTH,6
2020-06-17,WEST,5
2020-06-18,CENTRA,5
2020-06-18,EAST,3
2020-06-18,HERMIT,12
2020-06-18,MADISO,7
2020-06-18,MIDTOW,3
2020-06-18,NORTH,9
2020-06-18,SOUTH,8
2020-06-18,WEST,11
2020-06-19,CENTRA,7
2020-06-19,EAST,2
2020-06-19,HERMIT,13
2020-06-19,MADISO,3
2020-06-19,MIDTOW,7
2020-06-19,NORTH,10
2020-06-19,SOUTH,5
2020-06-19,WEST,6
2020-06-20,CENTRA,1
2020-06-20,EAST,2
2020-06-20,HERMIT,7
2020-06-20,MADISO,5
2020-06-20,MIDTOW,5
2020-06-20,NORTH,1
2020-06-20,SOUTH,9
2020-06-20,WEST,6
2020-06-21,CENTRA,4
2020-06-21,EAST,4
2020-06-21,HERMIT,6
2020-06-21,MADISO,2
2020-06-21,MIDTOW,3
2020-06-21,NORTH,8
2020-06-21,SOUTH,18
2020-06-21,WEST,2
2020-06-22,CENTRA,6
2020-06-22,EAST,1
2020-06-22,HERMIT,4
2020-06-22,MIDTOW,1
2020-06-22,NORTH,6
2020-06-22,SOUTH,3
2020-06-22,WEST,3
2020-06-23,EAST,2
2020-06-23,HERMIT,7
2020-06-23,MADISO,6
2020-06-23,MIDTOW,6
2020-06-23,NORTH,2
2020-06-23,SOUTH,6
2020-06-23,WEST,6
2020-06-24,CENTRA,2
2020-06-24,EAST,2
2020-06-24,HERMIT,8
2020-06-24,MADISO,2
2020-06-24,MIDTOW,5
2020-06-24,NORTH,2
2020-06-24,SOUTH,9
2020-06-24,WEST,5
2020-06-25,CENTRA,8
2020-06-25,EAST,2
2020-06-25,HERMIT,3
2020-06-25,MADISO,8
2020-06-25,MIDTOW,1
2020-06-25,NORTH,6
2020-06-25,SOUTH,16
2020-06-25,WEST,5
2020-06-26,CENTRA,6
2020-06-26,EAST,7
2020-06-26,HERMIT,10
2020-06-26,MADISO,2
2020-06-26,MIDTOW,3
2020-06-26,NORTH,8
2020-06-26,SOUTH,12
2020-06-26,WEST,5
2020-06-27,CENTRA,5
2020-06-27,EAST,4
2020-06-27,HERMIT,10
2020-06-27,MADISO,7
2020-06-27,MIDTOW,4
2020-06-27,NORTH,5
2020-06-27,SOUTH,5
2020-06-27,WEST,6
2020-06-28,CENTRA,6
2020-06-28,EAST,6
2020-06-28,HERMIT,4
2020-06-28,MADISO,4
2020-06-28,MIDTOW,1
2020-06-28,NORTH,3
2020-06-28,SOUTH,5
2020-06-28,WEST,2
2020-06-29,CENTRA,1
2020-06-29,EAST,6
2020-06-29,MADISO,3
2020-06-29,MIDTOW,12
2020-06-29,NORTH,6
2020-06-29,SOUTH,8
2020-06-29,WEST,5
2020-06-30,CENTRA,1
2020-06-30,EAST,4
2020-06-30,HERMIT,14
2020-06-30,MADISO,9
2020-06-30,MIDTOW,11
2020-06-30,NORTH,5
2020-06-30,SOUTH,10
2020-06-30,WEST,4
2020-07-01,CENTRA,2
2020-07-01,EAST,2
2020-07-01,HERMIT,8
2020-07-01,MADISO,5
2020-07-01,MIDTOW,6
2020-07-01,NORTH,4
2020-07-01,SOUTH,10
2020-07-01,WEST,6
2020-07-02,CENTRA,2
2020-07-02,EAST,4
2020-07-02,HERMIT,8
2020-07-02,MADISO,4
2020-07-02,MIDTOW,7
2020-07-02,NORTH,7
2020-07-02,SOUTH,8
2020-07-02,WEST,6
2020-07-03,CENTRA,1
2020-07-03,EAST,3
2020-07-03,HERMIT,8
2020-07-03,MADISO,7
2020-07-03,MIDTOW,4
2020-07-03,NORTH,6
2020-07-03,SOUTH,9
2020-07-03,WEST,4
2020-07-04,CENTRA,2
2020-07-04,EAST,2
2020-07-04,HERMIT,6
2020-07-04,MADISO,1
2020-07-04,MIDTOW,4
2020-07-04,NORTH,5
2020-07-04,SOUTH,8
2020-07-04,WEST,3
2020-07-05,EAST,5
2020-07-05,HERMIT,4
2020-07-05,MADISO,4
2020-07-05,MIDTOW,1
2020-07-05,NORTH,4
2020-07-05,SOUTH,4
2020-07-05,WEST,4
2020-07-06,CENTRA,6
2020-07-06,EAST,5
2020-07-06,HERMIT,6
2020-07-06,MADISO,3
2020-07-06,MIDTOW,6
2020-07-06,NORTH,7
2020-07-06,SOUTH,5
2020-07-06,WEST,4
2020-07-07,EAST,3
2020-07-07,HERMIT,4
2020-07-07,MADISO,8
2020-07-07,MIDTOW,2
2020-07-07,NORTH,8
2020-07-07,SOUTH,5
2020-07-07,WEST,4
2020-07-08,CENTRA,5
2020-07-08,HERMIT,15
2020-07-08,MADISO,2
2020-07-08,MIDTOW,7
2020-07-08,NORTH,6
2020-07-08,SOUTH,9
2020-07-08,WEST,5
2020-07-09,CENTRA,1
2020-07-09,EAST,2
2020-07-09,HERMIT,7
2020-07-09,MADISO,6
2020-07-09,MIDTOW,8
2020-07-09,NORTH,5
2020-07-09,SOUTH,15
2020-07-09,WEST,8
2020-07-10,CENTRA,9
2020-07-10,EAST,10
2020-07-10,HERMIT,9
2020-07-10,MADISO,5
2020-07-10,MIDTOW,6
2020-07-10,NORTH,6
2020-07-10,SOUTH,7
2020-07-10,WEST,5
2020-07-11,EAST,5
2020-07-11,HERMIT,7
2020-07-11,MADISO,4
2020-07-11,MIDTOW,5
2020-07-11,NORTH,5
2020-07-11,SOUTH,14
2020-07-11,WEST,2
2020-07-12,CENTRA,2
2020-07-12,EAST,7
2020-07-12,HERMIT,8
2020-07-12,MADISO,6
2020-07-12,MIDTOW,3
2020-07-12,NORTH,4
2020-07-12,SOUTH,8
2020-07-12,WEST,5
2020-07-13,CENTRA,2
2020-07-13,EAST,2
2020-07-13,HERMIT,9
2020-07-13,MADISO,6
2020-07-13,MIDTOW,6
2020-07-13,NORTH,5
2020-07-13,SOUTH,8
2020-07-13,WEST,4
2020-07-14,CENTRA,2
2020-07-14,EAST,11
2020-07-14,HERMIT,9
2020-07-14,MADISO,6
2020-07-14,MIDTOW,6
2020-07-14,NORTH,8
2020-07-14,SOUTH,10
2020-07-14,WEST,4
2020-07-15,CENTRA,2
2020-07-15,EAST,7
2020-07-15,HERMIT,2
2020-07-15,MADISO,1
2020-07-15,MIDTOW,6
2020-07-15,NORTH,2
2020-07-15,SOUTH,5
2020-07-15,WEST,6
2020-07-16,CENTRA,3
2020-07-16,EAST,4
2020-07-16,HERMIT,7
2020-07-16,MADISO,1
2020-07-16,MIDTOW,6
2020-07-16,NORTH,1
2020-07-16,SOUTH,7
2020-07-16,WEST,5
2020-07-17,CENTRA,3
2020-07-17,EAST,3
2020-07-17,HERMIT,2
2020-07-17,MADISO,4
2020-07-17,MIDTOW,3
2020-07-17,NORTH,5
2020-07-17,SOUTH,9
2020-07-17,WEST,10
2020-07-18,CENTRA,2
2020-07-18,EAST,5
2020-07-18,HERMIT,6
2020-07-18,MADISO,2
2020-07-18,MIDTOW,5
2020-07-18,NORTH,4
2020-07-18,SOUTH,8
2020-07-18,WEST,1
2020-07-19,CENTRA,1
2020-07-19,EAST,2
2020-07-19,HERMIT,5
2020-07-19,MADISO,2
2020-07-19,MIDTOW,5
2020-07-19,NORTH,5
2020-07-19,SOUTH,5
2020-07-19,WEST,4
2020-07-20,CENTRA,6
2020-07-20,EAST,2
2020-07-20,HERMIT,11
2020-07-20,MADISO,6
2020-07-20,MIDTOW,7
2020-07-20,NORTH,5
2020-07-20,SOUTH,14
2020-07-20,WEST,4
2020-07-21,CENTRA,3
2020-07-21,EAST,1
2020-07-21,HERMIT,5
2020-07-21,MADISO,9
2020-07-21,MIDTOW,4
2020-07-21,NORTH,10
2020-07-21,SOUTH,9
2020-07-21,WEST,4
2020-07-22,CENTRA,1
2020-07-22,EAST,7
2020-07-22,HERMIT,9
2020-07-22,MADISO,5
2020-07-22,MIDTOW,7
2020-07-22,NORTH,7
2020-07-22,SOUTH,14
2020-07-22,WEST,11
2020-07-23,CENTRA,2
2020-07-23,EAST,4
2020-07-23,HERMIT,10
2020-07-23,MADISO,7
2020-07-23,MIDTOW,4
2020-07-23,NORTH,8
2020-07-23,SOUTH,13
2020-07-23,WEST,4
2020-07-24,CENTRA,2
2020-07-24,EAST,7
2020-07-24,HERMIT,6
2020-07-24,MADISO,7
2020-07-24,MIDTOW,5
2020-07-24,NORTH,3
2020-07-24,SOUTH,14
2020-07-24,WEST,12
2020-07-25,CENTRA,3
2020-07-25,EAST,4
2020-07-25,HERMIT,14
2020-07-25,MADISO,4
2020-07-25,MIDTOW,5
2020-07-25,NORTH,7
2020-07-25,SOUTH,7
2020-07-25,WEST,2
2020-07-26,CENTRA,2
2020-07-26,EAST,2
2020-07-26,HERMIT,4
2020-07-26,MADISO,2
2020-07-26,MIDTOW,5
2020-07-26,NORTH,4
2020-07-26,SOUTH,5
2020-07-26,WEST,10
2020-07-27,CENTRA,3
2020-07-27,EAST,4
2020-07-27,HERMIT,9
2020-07-27,MADISO,7
2020-07-27,MIDTOW,6
2020-07-27,NORTH,7
2020-07-27,SOUTH,13
2020-07-27,WEST,7
2020-07-28,CENTRA,5
2020-07-28,EAST,4
2020-07-28,HERMIT,10
2020-07-28,MADISO,8
2020-07-28,MIDTOW,6
2020-07-28,NORTH,7
2020-07-28,SOUTH,13
2020-07-28,WEST,7
2020-07-29,CENTRA,2
2020-07-29,EAST,2
2020-07-29,HERMIT,5
2020-07-29,MADISO,6
2020-07-29,MIDTOW,7
2020-07-29,NORTH,3
2020-07-29,SOUTH,9
2020-07-29,WEST,2
2020-07-30,CENTRA,2
2020-07-30,EAST,9
2020-07-30,HERMIT,8
2020-07-30,MADISO,6
2020-07-30,MIDTOW,7
2020-07-30,NORTH,3
2020-07-30,SOUTH,8
2020-07-30,WEST,6
2020-07-31,CENTRA,3
2020-07-31,EAST,10
2020-07-31,HERMIT,13
2020-07-31,MADISO,6
2020-07-31,MIDTOW,7
2020-07-31,NORTH,5
2020-07-31,SOUTH,9
2020-07-31,WEST,5
2020-08-01,CENTRA,2
2020-08-01,EAST,9
2020-08-01,HERMIT,14
2020-08-01,MADISO,5
2020-08-01,MIDTOW,4
2020-08-01,NORTH,6
2020-08-01,SOUTH,13
2020-08-01,WEST,4
2020-08-02,CENTRA,1
2020-08-02,EAST,3
2020-08-02,HERMIT,6
2020-08-02,MADISO,3
2020-08-02,MIDTOW,3
2020-08-02,NORTH,2
2020-08-02,SOUTH,9
2020-08-02,WEST,2
2020-08-03,CENTRA,6
2020-08-03,EAST,5
2020-08-03,HERMIT,6
2020-08-03,MADISO,1
2020-08-03,MIDTOW,5
2020-08-03,NORTH,9
2020-08-03,SOUTH,10
2020-08-03,WEST,7
2020-08-04,EAST,5
2020-08-04,HERMIT,8
2020-08-04,MIDTOW,5
2020-08-04,NORTH,7
2020-08-04,SOUTH,3
2020-08-04,WEST,3
2020-08-05,CENTRA,2
2020-08-05,EAST,5
2020-08-05,HERMIT,6
2020-08-05,MADISO,2
2020-08-05,MIDTOW,6
2020-08-05,NORTH,5
2020-08-05,SOUTH,6
2020-08-05,WEST,7
2020-08-06,CENTRA,3
2020-08-06,EAST,8
2020-08-06,HERMIT,7
2020-08-06,MADISO,7
2020-08-06,MIDTOW,8
2020-08-06,NORTH,6
2020-08-06,SOUTH,7
2020-08-06,WEST,1
2020-08-07,CENTRA,5
2020-08-07,EAST,10
2020-08-07,HERMIT,11
2020-08-07,MADISO,6
2020-08-07,MIDTOW,8
2020-08-07,NORTH,7
2020-08-07,SOUTH,12
2020-08-07,WEST,6
2020-08-08,CENTRA,6
2020-08-08,EAST,1
2020-08-08,HERMIT,7
2020-08-08,MADISO,6
2020-08-08,MIDTOW,6
2020-08-08,NORTH,5
2020-08-08,SOUTH,10
2020-08-08,WEST,5
2020-08-09,CENTRA,1
2020-08-09,EAST,1
2020-08-09,HERMIT,5
2020-08-09,MADISO,2
2020-08-09,MIDTOW,2
2020-08-09,NORTH,3
2020-08-09,SOUTH,9
2020-08-09,WEST,4
2020-08-10,CENTRA,1
2020-08-10,EAST,5
2020-08-10,HERMIT,7
2020-08-10,MADISO,2
2020-08-10,MIDTOW,5
2020-08-10,NORTH,7
2020-08-10,SOUTH,7
2020-08-10,WEST,8
2020-08-11,CENTRA,3
2020-08-11,EAST,2
2020-08-11,HERMIT,10
2020-08-11,MADISO,8
2020-08-11,MIDTOW,6
2020-08-11,NORTH,6
2020-08-11,SOUTH,16
2020-08-11,WEST,8
2020-08-12,CENTRA,1
2020-08-12,EAST,7
2020-08-12,HERMIT,5
2020-08-12,MADISO,10
2020-08-12,MIDTOW,4
2020-08-12,NORTH,9
2020-08-12,SOUTH,12
2020-08-12,WEST,7
2020-08-13,CENTRA,4
2020-08-13,EAST,1
2020-08-13,HERMIT,9
2020-08-13,MADISO,4
2020-08-13,MIDTOW,4
2020-08-13,NORTH,5
2020-08-13,SOUTH,20
2020-08-13,WEST,2
2020-08-14,CENTRA,3
2020-08-14,EAST,4
2020-08-14,HERMIT,9
2020-08-14,MADISO,6
2020-08-14,MIDTOW,8
2020-08-14,NORTH,6
2020-08-14,SOUTH,16
2020-08-14,WEST,9
2020-08-15,CENTRA,4
2020-08-15,EAST,3
2020-08-15,HERMIT,8
2020-08-15,MADISO,3
2020-08-15,MIDTOW,4
2020-08-15,NORTH,9
2020-08-15,SOUTH,8
2020-08-15,WEST,3
2020-08-16,CENTRA,3
2020-08-16,EAST,1
2020-08-16,HERMIT,9
2020-08-16,MADISO,4
2020-08-16,MIDTOW,4
2020-08-16,NORTH,5
2020-08-16,SOUTH,12
2020-08-16,WEST,2
2020-08-17,CENTRA,3
2020-08-17,EAST,3
2020-08-17,HERMIT,11
2020-08-17,MADISO,4
2020-08-17,MIDTOW,3
2020-08-17,NORTH,7
2020-08-17,SOUTH,11
2020-08-17,WEST,9
2020-08-18,CENTRA,2
2020-08-18,EAST,5
2020-08-18,HERMIT,9
2020-08-18,MADISO,5
2020-08-18,MIDTOW,6
2020-08-18,NORTH,7
2020-08-18,SOUTH,10
2020-08-18,WEST,5
2020-08-19,CENTRA,3
2020-08-19,EAST,1
2020-08-19,HERMIT,6
2020-08-19,MADISO,4
2020-08-19,MIDTOW,7
2020-08-19,NORTH,4
2020-08-19,SOUTH,10
2020-08-19,WEST,9
2020-08-20,CENTRA,3
2020-08-20,EAST,2
2020-08-20,HERMIT,9
2020-08-20,MADISO,5
2020-08-20,MIDTOW,6
2020-08-20,NORTH,3
2020-08-20,SOUTH,8
2020-08-20,WEST,3
2020-08-21,CENTRA,6
2020-08-21,EAST,12
2020-08-21,HERMIT,12
2020-08-21,MADISO,8
2020-08-21,MIDTOW,17
2020-08-21,NORTH,8
2020-08-21,SOUTH,18
2020-08-21,WEST,10
2020-08-22,CENTRA,8
2020-08-22,EAST,4
2020-08-22,HERMIT,5
2020-08-22,MADISO,6
2020-08-22,MIDTOW,7
2020-08-22,NORTH,4
2020-08-22,SOUTH,14
2020-08-22,WEST,4
2020-08-23,CENTRA,1
2020-08-23,EAST,6
2020-08-23,HERMIT,5
2020-08-23,MADISO,6
2020-08-23,MIDTOW,3
2020-08-23,NORTH,5
2020-08-23,SOUTH,10
2020-08-23,WEST,4
2020-08-24,CENTRA,2
2020-08-24,EAST,2
2020-08-24,HERMIT,9
2020-08-24,MADISO,3
2020-08-24,MIDTOW,8
2020-08-24,NORTH,4
2020-08-24,SOUTH,14
2020-08-24,WEST,5
2020-08-25,CENTRA,3
2020-08-25,EAST,3
2020-08-25,HERMIT,6
2020-08-25,MADISO,2
2020-08-25,MIDTOW,7
2020-08-25,NORTH,8
2020-08-25,SOUTH,12
2020-08-25,WEST,6
2020-08-26,CENTRA,3
2020-08-26,EAST,8
2020-08-26,HERMIT,7
2020-08-26,MADISO,4
2020-08-26,MIDTOW,11
2020-08-26,NORTH,7
2020-08-26,SOUTH,8
2020-08-26,WEST,6
2020-08-27,CENTRA,1
2020-08-27,EAST,4
2020-08-27,HERMIT,8
2020-08-27,MADISO,8
2020-08-27,MIDTOW,15
2020-08-27,NORTH,3
2020-08-27,SOUTH,9
2020-08-27,WEST,8
2020-08-28,CENTRA,3
2020-08-28,EAST,3
2020-08-28,HERMIT,13
2020-08-28,MADISO,6
2020-08-28,MIDTOW,7
2020-08-28,NORTH,7
2020-08-28,SOUTH,15
2020-08-28,WEST,8
2020-08-29,CENTRA,2
2020-08-29,EAST,5
2020-08-29,HERMIT,5
2020-08-29,MADISO,4
2020-08-29,MIDTOW,9
2020-08-29,NORTH,2
2020-08-29,SOUTH,8
2020-08-29,WEST,7
2020-08-30,CENTRA,4
2020-08-30,EAST,5
2020-08-30,HERMIT,9
2020-08-30,MADISO,4
2020-08-30,MIDTOW,5
2020-08-30,NORTH,6
2020-08-30,SOUTH,7
2020-08-30,WEST,3
2020-08-31,CENTRA,8
2020-08-31,EAST,5
2020-08-31,HERMIT,11
2020-08-31,MADISO,9
2020-08-31,MIDTOW,6
2020-08-31,NORTH,5
2020-08-31,SOUTH,21
2020-08-31,WEST,8
2020-09-01,CENTRA,5
2020-09-01,EAST,7
2020-09-01,HERMIT,9
2020-09-01,MADISO,5
2020-09-01,MIDTOW,8
2020-09-01,NORTH,5
2020-09-01,SOUTH,6
2020-09-01,WEST,2
2020-09-02,CENTRA,2
2020-09-02,EAST,3
2020-09-02,HERMIT,8
2020-09-02,MADISO,5
2020-09-02,MIDTOW,2
2020-09-02,NORTH,8
2020-09-02,SOUTH,10
2020-09-02,WEST,15
2020-09-03,CENTRA,3
2020-09-03,EAST,4
2020-09-03,HERMIT,5
